#CET-8k-gmfofb2
#Global Mirror Failover/Failback
#Nov 7, 2013 11:21:17 PM

H1,H2,J2
DS8000:2107.BWP21:VOL:EDAF,DS8000:2107.BWN81:VOL:DEAF,DS8000:2107.BWN81:VOL:F8AF
DS8000:2107.BWP21:VOL:EDB0,DS8000:2107.BWN81:VOL:DEB0,DS8000:2107.BWN81:VOL:F8B0
DS8000:2107.BWP21:VOL:EDB1,DS8000:2107.BWN81:VOL:DEB1,DS8000:2107.BWN81:VOL:F8B1
DS8000:2107.BWP21:VOL:EDB2,DS8000:2107.BWN81:VOL:DEB2,DS8000:2107.BWN81:VOL:F8B2
DS8000:2107.BWP21:VOL:EDB3,DS8000:2107.BWN81:VOL:DEB3,DS8000:2107.BWN81:VOL:F8B3
DS8000:2107.BWP21:VOL:EDB4,DS8000:2107.BWN81:VOL:DEB4,DS8000:2107.BWN81:VOL:F8B4
DS8000:2107.BWP21:VOL:EDB5,DS8000:2107.BWN81:VOL:DEB5,DS8000:2107.BWN81:VOL:F8B5
DS8000:2107.BWP21:VOL:EDB6,DS8000:2107.BWN81:VOL:DEB6,DS8000:2107.BWN81:VOL:F8B6
DS8000:2107.BWP21:VOL:EDB7,DS8000:2107.BWN81:VOL:DEB7,DS8000:2107.BWN81:VOL:F8B7
DS8000:2107.BWP21:VOL:EDB8,DS8000:2107.BWN81:VOL:DEB8,DS8000:2107.BWN81:VOL:F8B8
DS8000:2107.BWP21:VOL:EDB9,DS8000:2107.BWN81:VOL:DEB9,DS8000:2107.BWN81:VOL:F8B9
DS8000:2107.BWP21:VOL:EDBA,DS8000:2107.BWN81:VOL:DEBA,DS8000:2107.BWN81:VOL:F8BA
DS8000:2107.BWP21:VOL:EDBB,DS8000:2107.BWN81:VOL:DEBB,DS8000:2107.BWN81:VOL:F8BB
DS8000:2107.BWP21:VOL:EDBC,DS8000:2107.BWN81:VOL:DEBC,DS8000:2107.BWN81:VOL:F8BC
DS8000:2107.BWP21:VOL:EDBD,DS8000:2107.BWN81:VOL:DEBD,DS8000:2107.BWN81:VOL:F8BD
DS8000:2107.BWP21:VOL:EDBE,DS8000:2107.BWN81:VOL:DEBE,DS8000:2107.BWN81:VOL:F8BE
DS8000:2107.BWP21:VOL:EDBF,DS8000:2107.BWN81:VOL:DEBF,DS8000:2107.BWN81:VOL:F8BF
DS8000:2107.BWP21:VOL:EDC0,DS8000:2107.BWN81:VOL:DEC0,DS8000:2107.BWN81:VOL:F8C0
DS8000:2107.BWP21:VOL:EDC1,DS8000:2107.BWN81:VOL:DEC1,DS8000:2107.BWN81:VOL:F8C1
DS8000:2107.BWP21:VOL:EDC2,DS8000:2107.BWN81:VOL:DEC2,DS8000:2107.BWN81:VOL:F8C2
DS8000:2107.BWP21:VOL:EDC3,DS8000:2107.BWN81:VOL:DEC3,DS8000:2107.BWN81:VOL:F8C3
DS8000:2107.BWP21:VOL:EDC4,DS8000:2107.BWN81:VOL:DEC4,DS8000:2107.BWN81:VOL:F8C4
DS8000:2107.BWP21:VOL:EDC5,DS8000:2107.BWN81:VOL:DEC5,DS8000:2107.BWN81:VOL:F8C5
DS8000:2107.BWP21:VOL:EDC6,DS8000:2107.BWN81:VOL:DEC6,DS8000:2107.BWN81:VOL:F8C6
DS8000:2107.BWP21:VOL:EDC7,DS8000:2107.BWN81:VOL:DEC7,DS8000:2107.BWN81:VOL:F8C7
DS8000:2107.BWP21:VOL:EDC8,DS8000:2107.BWN81:VOL:DEC8,DS8000:2107.BWN81:VOL:F8C8
DS8000:2107.BWP21:VOL:EDC9,DS8000:2107.BWN81:VOL:DEC9,DS8000:2107.BWN81:VOL:F8C9
DS8000:2107.BWP21:VOL:EDCA,DS8000:2107.BWN81:VOL:DECA,DS8000:2107.BWN81:VOL:F8CA
DS8000:2107.BWP21:VOL:EDCB,DS8000:2107.BWN81:VOL:DECB,DS8000:2107.BWN81:VOL:F8CB
DS8000:2107.BWP21:VOL:EDCC,DS8000:2107.BWN81:VOL:DECC,DS8000:2107.BWN81:VOL:F8CC
DS8000:2107.BWP21:VOL:EDCD,DS8000:2107.BWN81:VOL:DECD,DS8000:2107.BWN81:VOL:F8CD
DS8000:2107.BWP21:VOL:EDCE,DS8000:2107.BWN81:VOL:DECE,DS8000:2107.BWN81:VOL:F8CE
DS8000:2107.BWP21:VOL:EDCF,DS8000:2107.BWN81:VOL:DECF,DS8000:2107.BWN81:VOL:F8CF
DS8000:2107.BWP21:VOL:EDD0,DS8000:2107.BWN81:VOL:DED0,DS8000:2107.BWN81:VOL:F8D0
DS8000:2107.BWP21:VOL:EDD1,DS8000:2107.BWN81:VOL:DED1,DS8000:2107.BWN81:VOL:F8D1
DS8000:2107.BWP21:VOL:EDD2,DS8000:2107.BWN81:VOL:DED2,DS8000:2107.BWN81:VOL:F8D2
DS8000:2107.BWP21:VOL:EDD3,DS8000:2107.BWN81:VOL:DED3,DS8000:2107.BWN81:VOL:F8D3
DS8000:2107.BWP21:VOL:EDD4,DS8000:2107.BWN81:VOL:DED4,DS8000:2107.BWN81:VOL:F8D4
DS8000:2107.BWP21:VOL:EDD5,DS8000:2107.BWN81:VOL:DED5,DS8000:2107.BWN81:VOL:F8D5
DS8000:2107.BWP21:VOL:EDD6,DS8000:2107.BWN81:VOL:DED6,DS8000:2107.BWN81:VOL:F8D6
DS8000:2107.BWP21:VOL:EDD7,DS8000:2107.BWN81:VOL:DED7,DS8000:2107.BWN81:VOL:F8D7
DS8000:2107.BWP21:VOL:EDD8,DS8000:2107.BWN81:VOL:DED8,DS8000:2107.BWN81:VOL:F8D8
DS8000:2107.BWP21:VOL:EDD9,DS8000:2107.BWN81:VOL:DED9,DS8000:2107.BWN81:VOL:F8D9
DS8000:2107.BWP21:VOL:EDDA,DS8000:2107.BWN81:VOL:DEDA,DS8000:2107.BWN81:VOL:F8DA
DS8000:2107.BWP21:VOL:EDDB,DS8000:2107.BWN81:VOL:DEDB,DS8000:2107.BWN81:VOL:F8DB
DS8000:2107.BWP21:VOL:EDDC,DS8000:2107.BWN81:VOL:DEDC,DS8000:2107.BWN81:VOL:F8DC
DS8000:2107.BWP21:VOL:EDDD,DS8000:2107.BWN81:VOL:DEDD,DS8000:2107.BWN81:VOL:F8DD
DS8000:2107.BWP21:VOL:EDDE,DS8000:2107.BWN81:VOL:DEDE,DS8000:2107.BWN81:VOL:F8DE
DS8000:2107.BWP21:VOL:EDDF,DS8000:2107.BWN81:VOL:DEDF,DS8000:2107.BWN81:VOL:F8DF
DS8000:2107.BWP21:VOL:EDE0,DS8000:2107.BWN81:VOL:DEE0,DS8000:2107.BWN81:VOL:F8E0
DS8000:2107.BWP21:VOL:EDE1,DS8000:2107.BWN81:VOL:DEE1,DS8000:2107.BWN81:VOL:F8E1
DS8000:2107.BWP21:VOL:EDE2,DS8000:2107.BWN81:VOL:DEE2,DS8000:2107.BWN81:VOL:F8E2
DS8000:2107.BWP21:VOL:EDE3,DS8000:2107.BWN81:VOL:DEE3,DS8000:2107.BWN81:VOL:F8E3
DS8000:2107.BWP21:VOL:EDE4,DS8000:2107.BWN81:VOL:DEE4,DS8000:2107.BWN81:VOL:F8E4
DS8000:2107.BWP21:VOL:EDE5,DS8000:2107.BWN81:VOL:DEE5,DS8000:2107.BWN81:VOL:F8E5
DS8000:2107.BWP21:VOL:EDE6,DS8000:2107.BWN81:VOL:DEE6,DS8000:2107.BWN81:VOL:F8E6
DS8000:2107.BWP21:VOL:EDE7,DS8000:2107.BWN81:VOL:DEE7,DS8000:2107.BWN81:VOL:F8E7
DS8000:2107.BWP21:VOL:EDE8,DS8000:2107.BWN81:VOL:DEE8,DS8000:2107.BWN81:VOL:F8E8
DS8000:2107.BWP21:VOL:EDE9,DS8000:2107.BWN81:VOL:DEE9,DS8000:2107.BWN81:VOL:F8E9
DS8000:2107.BWP21:VOL:EDEA,DS8000:2107.BWN81:VOL:DEEA,DS8000:2107.BWN81:VOL:F8EA
DS8000:2107.BWP21:VOL:EDEB,DS8000:2107.BWN81:VOL:DEEB,DS8000:2107.BWN81:VOL:F8EB
DS8000:2107.BWP21:VOL:EDEC,DS8000:2107.BWN81:VOL:DEEC,DS8000:2107.BWN81:VOL:F8EC
DS8000:2107.BWP21:VOL:EDED,DS8000:2107.BWN81:VOL:DEED,DS8000:2107.BWN81:VOL:F8ED
DS8000:2107.BWP21:VOL:EDEE,DS8000:2107.BWN81:VOL:DEEE,DS8000:2107.BWN81:VOL:F8EE
DS8000:2107.BWP21:VOL:EDEF,DS8000:2107.BWN81:VOL:DEEF,DS8000:2107.BWN81:VOL:F8EF
DS8000:2107.BWP21:VOL:EDF0,DS8000:2107.BWN81:VOL:DEF0,DS8000:2107.BWN81:VOL:F8F0
DS8000:2107.BWP21:VOL:EDF1,DS8000:2107.BWN81:VOL:DEF1,DS8000:2107.BWN81:VOL:F8F1
DS8000:2107.BWP21:VOL:EDF2,DS8000:2107.BWN81:VOL:DEF2,DS8000:2107.BWN81:VOL:F8F2
DS8000:2107.BWP21:VOL:EDF3,DS8000:2107.BWN81:VOL:DEF3,DS8000:2107.BWN81:VOL:F8F3
DS8000:2107.BWP21:VOL:EDF4,DS8000:2107.BWN81:VOL:DEF4,DS8000:2107.BWN81:VOL:F8F4
DS8000:2107.BWP21:VOL:EDF5,DS8000:2107.BWN81:VOL:DEF5,DS8000:2107.BWN81:VOL:F8F5
DS8000:2107.BWP21:VOL:EDF6,DS8000:2107.BWN81:VOL:DEF6,DS8000:2107.BWN81:VOL:F8F6
DS8000:2107.BWP21:VOL:EDF7,DS8000:2107.BWN81:VOL:DEF7,DS8000:2107.BWN81:VOL:F8F7
DS8000:2107.BWP21:VOL:EDF8,DS8000:2107.BWN81:VOL:DEF8,DS8000:2107.BWN81:VOL:F8F8
DS8000:2107.BWP21:VOL:EDF9,DS8000:2107.BWN81:VOL:DEF9,DS8000:2107.BWN81:VOL:F8F9
DS8000:2107.BWP21:VOL:EDFA,DS8000:2107.BWN81:VOL:DEFA,DS8000:2107.BWN81:VOL:F8FA
DS8000:2107.BWP21:VOL:EDFB,DS8000:2107.BWN81:VOL:DEFB,DS8000:2107.BWN81:VOL:F8FB
DS8000:2107.BWP21:VOL:EDFC,DS8000:2107.BWN81:VOL:DEFC,DS8000:2107.BWN81:VOL:F8FC
DS8000:2107.BWP21:VOL:EDFD,DS8000:2107.BWN81:VOL:DEFD,DS8000:2107.BWN81:VOL:F8FD
DS8000:2107.BWP21:VOL:EDFE,DS8000:2107.BWN81:VOL:DEFE,DS8000:2107.BWN81:VOL:F8FE
DS8000:2107.BWP21:VOL:EDFF,DS8000:2107.BWN81:VOL:DEFF,DS8000:2107.BWN81:VOL:F8FF
DS8000:2107.BWP21:VOL:EE00,DS8000:2107.BWN81:VOL:F900,DS8000:2107.BWN81:VOL:FA00
DS8000:2107.BWP21:VOL:EE01,DS8000:2107.BWN81:VOL:F901,DS8000:2107.BWN81:VOL:FA01
DS8000:2107.BWP21:VOL:EE02,DS8000:2107.BWN81:VOL:F902,DS8000:2107.BWN81:VOL:FA02
DS8000:2107.BWP21:VOL:EE03,DS8000:2107.BWN81:VOL:F903,DS8000:2107.BWN81:VOL:FA03
DS8000:2107.BWP21:VOL:EE04,DS8000:2107.BWN81:VOL:F904,DS8000:2107.BWN81:VOL:FA04
DS8000:2107.BWP21:VOL:EE05,DS8000:2107.BWN81:VOL:F905,DS8000:2107.BWN81:VOL:FA05
DS8000:2107.BWP21:VOL:EE06,DS8000:2107.BWN81:VOL:F906,DS8000:2107.BWN81:VOL:FA06
DS8000:2107.BWP21:VOL:EE07,DS8000:2107.BWN81:VOL:F907,DS8000:2107.BWN81:VOL:FA07
DS8000:2107.BWP21:VOL:EE08,DS8000:2107.BWN81:VOL:F908,DS8000:2107.BWN81:VOL:FA08
DS8000:2107.BWP21:VOL:EE09,DS8000:2107.BWN81:VOL:F909,DS8000:2107.BWN81:VOL:FA09
DS8000:2107.BWP21:VOL:EE0A,DS8000:2107.BWN81:VOL:F90A,DS8000:2107.BWN81:VOL:FA0A
DS8000:2107.BWP21:VOL:EE0B,DS8000:2107.BWN81:VOL:F90B,DS8000:2107.BWN81:VOL:FA0B
DS8000:2107.BWP21:VOL:EE0C,DS8000:2107.BWN81:VOL:F90C,DS8000:2107.BWN81:VOL:FA0C
DS8000:2107.BWP21:VOL:EE0D,DS8000:2107.BWN81:VOL:F90D,DS8000:2107.BWN81:VOL:FA0D
DS8000:2107.BWP21:VOL:EE0E,DS8000:2107.BWN81:VOL:F90E,DS8000:2107.BWN81:VOL:FA0E
DS8000:2107.BWP21:VOL:EE0F,DS8000:2107.BWN81:VOL:F90F,DS8000:2107.BWN81:VOL:FA0F
DS8000:2107.BWP21:VOL:EE10,DS8000:2107.BWN81:VOL:F910,DS8000:2107.BWN81:VOL:FA10
DS8000:2107.BWP21:VOL:EE11,DS8000:2107.BWN81:VOL:F911,DS8000:2107.BWN81:VOL:FA11
DS8000:2107.BWP21:VOL:EE12,DS8000:2107.BWN81:VOL:F912,DS8000:2107.BWN81:VOL:FA12
DS8000:2107.BWP21:VOL:EE13,DS8000:2107.BWN81:VOL:F913,DS8000:2107.BWN81:VOL:FA13
DS8000:2107.BWP21:VOL:EE14,DS8000:2107.BWN81:VOL:F914,DS8000:2107.BWN81:VOL:FA14
DS8000:2107.BWP21:VOL:EE15,DS8000:2107.BWN81:VOL:F915,DS8000:2107.BWN81:VOL:FA15
DS8000:2107.BWP21:VOL:EE16,DS8000:2107.BWN81:VOL:F916,DS8000:2107.BWN81:VOL:FA16
DS8000:2107.BWP21:VOL:EE17,DS8000:2107.BWN81:VOL:F917,DS8000:2107.BWN81:VOL:FA17
DS8000:2107.BWP21:VOL:EE18,DS8000:2107.BWN81:VOL:F918,DS8000:2107.BWN81:VOL:FA18
DS8000:2107.BWP21:VOL:EE19,DS8000:2107.BWN81:VOL:F919,DS8000:2107.BWN81:VOL:FA19
DS8000:2107.BWP21:VOL:EE1A,DS8000:2107.BWN81:VOL:F91A,DS8000:2107.BWN81:VOL:FA1A
DS8000:2107.BWP21:VOL:EE1B,DS8000:2107.BWN81:VOL:F91B,DS8000:2107.BWN81:VOL:FA1B
DS8000:2107.BWP21:VOL:EE1C,DS8000:2107.BWN81:VOL:F91C,DS8000:2107.BWN81:VOL:FA1C
DS8000:2107.BWP21:VOL:EE1D,DS8000:2107.BWN81:VOL:F91D,DS8000:2107.BWN81:VOL:FA1D
DS8000:2107.BWP21:VOL:EE1E,DS8000:2107.BWN81:VOL:F91E,DS8000:2107.BWN81:VOL:FA1E
DS8000:2107.BWP21:VOL:EE1F,DS8000:2107.BWN81:VOL:F91F,DS8000:2107.BWN81:VOL:FA1F
DS8000:2107.BWP21:VOL:EE20,DS8000:2107.BWN81:VOL:F920,DS8000:2107.BWN81:VOL:FA20
DS8000:2107.BWP21:VOL:EE21,DS8000:2107.BWN81:VOL:F921,DS8000:2107.BWN81:VOL:FA21
DS8000:2107.BWP21:VOL:EE22,DS8000:2107.BWN81:VOL:F922,DS8000:2107.BWN81:VOL:FA22
DS8000:2107.BWP21:VOL:EE23,DS8000:2107.BWN81:VOL:F923,DS8000:2107.BWN81:VOL:FA23
DS8000:2107.BWP21:VOL:EE24,DS8000:2107.BWN81:VOL:F924,DS8000:2107.BWN81:VOL:FA24
DS8000:2107.BWP21:VOL:EE25,DS8000:2107.BWN81:VOL:F925,DS8000:2107.BWN81:VOL:FA25
DS8000:2107.BWP21:VOL:EE26,DS8000:2107.BWN81:VOL:F926,DS8000:2107.BWN81:VOL:FA26
DS8000:2107.BWP21:VOL:EE27,DS8000:2107.BWN81:VOL:F927,DS8000:2107.BWN81:VOL:FA27
DS8000:2107.BWP21:VOL:EE28,DS8000:2107.BWN81:VOL:F928,DS8000:2107.BWN81:VOL:FA28
DS8000:2107.BWP21:VOL:EE29,DS8000:2107.BWN81:VOL:F929,DS8000:2107.BWN81:VOL:FA29
DS8000:2107.BWP21:VOL:EE2A,DS8000:2107.BWN81:VOL:F92A,DS8000:2107.BWN81:VOL:FA2A
DS8000:2107.BWP21:VOL:EE2B,DS8000:2107.BWN81:VOL:F92B,DS8000:2107.BWN81:VOL:FA2B
DS8000:2107.BWP21:VOL:EE2C,DS8000:2107.BWN81:VOL:F92C,DS8000:2107.BWN81:VOL:FA2C
DS8000:2107.BWP21:VOL:EE2D,DS8000:2107.BWN81:VOL:F92D,DS8000:2107.BWN81:VOL:FA2D
DS8000:2107.BWP21:VOL:EE2E,DS8000:2107.BWN81:VOL:F92E,DS8000:2107.BWN81:VOL:FA2E
DS8000:2107.BWP21:VOL:EE2F,DS8000:2107.BWN81:VOL:F92F,DS8000:2107.BWN81:VOL:FA2F
DS8000:2107.BWP21:VOL:EE30,DS8000:2107.BWN81:VOL:F930,DS8000:2107.BWN81:VOL:FA30
DS8000:2107.BWP21:VOL:EE31,DS8000:2107.BWN81:VOL:F931,DS8000:2107.BWN81:VOL:FA31
DS8000:2107.BWP21:VOL:EE32,DS8000:2107.BWN81:VOL:F932,DS8000:2107.BWN81:VOL:FA32
DS8000:2107.BWP21:VOL:EE33,DS8000:2107.BWN81:VOL:F933,DS8000:2107.BWN81:VOL:FA33
DS8000:2107.BWP21:VOL:EE34,DS8000:2107.BWN81:VOL:F934,DS8000:2107.BWN81:VOL:FA34
DS8000:2107.BWP21:VOL:EE35,DS8000:2107.BWN81:VOL:F935,DS8000:2107.BWN81:VOL:FA35
DS8000:2107.BWP21:VOL:EE36,DS8000:2107.BWN81:VOL:F936,DS8000:2107.BWN81:VOL:FA36
DS8000:2107.BWP21:VOL:EE37,DS8000:2107.BWN81:VOL:F937,DS8000:2107.BWN81:VOL:FA37
DS8000:2107.BWP21:VOL:EE38,DS8000:2107.BWN81:VOL:F938,DS8000:2107.BWN81:VOL:FA38
DS8000:2107.BWP21:VOL:EE39,DS8000:2107.BWN81:VOL:F939,DS8000:2107.BWN81:VOL:FA39
DS8000:2107.BWP21:VOL:EE3A,DS8000:2107.BWN81:VOL:F93A,DS8000:2107.BWN81:VOL:FA3A
DS8000:2107.BWP21:VOL:EE3B,DS8000:2107.BWN81:VOL:F93B,DS8000:2107.BWN81:VOL:FA3B
DS8000:2107.BWP21:VOL:EE3C,DS8000:2107.BWN81:VOL:F93C,DS8000:2107.BWN81:VOL:FA3C
DS8000:2107.BWP21:VOL:EE3D,DS8000:2107.BWN81:VOL:F93D,DS8000:2107.BWN81:VOL:FA3D
DS8000:2107.BWP21:VOL:EE3E,DS8000:2107.BWN81:VOL:F93E,DS8000:2107.BWN81:VOL:FA3E
DS8000:2107.BWP21:VOL:EE3F,DS8000:2107.BWN81:VOL:F93F,DS8000:2107.BWN81:VOL:FA3F
DS8000:2107.BWP21:VOL:EE40,DS8000:2107.BWN81:VOL:F940,DS8000:2107.BWN81:VOL:FA40
DS8000:2107.BWP21:VOL:EE41,DS8000:2107.BWN81:VOL:F941,DS8000:2107.BWN81:VOL:FA41
DS8000:2107.BWP21:VOL:EE42,DS8000:2107.BWN81:VOL:F942,DS8000:2107.BWN81:VOL:FA42
DS8000:2107.BWP21:VOL:EE43,DS8000:2107.BWN81:VOL:F943,DS8000:2107.BWN81:VOL:FA43
DS8000:2107.BWP21:VOL:EE44,DS8000:2107.BWN81:VOL:F944,DS8000:2107.BWN81:VOL:FA44
DS8000:2107.BWP21:VOL:EE45,DS8000:2107.BWN81:VOL:F945,DS8000:2107.BWN81:VOL:FA45
DS8000:2107.BWP21:VOL:EE46,DS8000:2107.BWN81:VOL:F946,DS8000:2107.BWN81:VOL:FA46
DS8000:2107.BWP21:VOL:EE47,DS8000:2107.BWN81:VOL:F947,DS8000:2107.BWN81:VOL:FA47
DS8000:2107.BWP21:VOL:EE48,DS8000:2107.BWN81:VOL:F948,DS8000:2107.BWN81:VOL:FA48
DS8000:2107.BWP21:VOL:EE49,DS8000:2107.BWN81:VOL:F949,DS8000:2107.BWN81:VOL:FA49
DS8000:2107.BWP21:VOL:EE4A,DS8000:2107.BWN81:VOL:F94A,DS8000:2107.BWN81:VOL:FA4A
DS8000:2107.BWP21:VOL:EE4B,DS8000:2107.BWN81:VOL:F94B,DS8000:2107.BWN81:VOL:FA4B
DS8000:2107.BWP21:VOL:EE4C,DS8000:2107.BWN81:VOL:F94C,DS8000:2107.BWN81:VOL:FA4C
DS8000:2107.BWP21:VOL:EE4D,DS8000:2107.BWN81:VOL:F94D,DS8000:2107.BWN81:VOL:FA4D
DS8000:2107.BWP21:VOL:EE4E,DS8000:2107.BWN81:VOL:F94E,DS8000:2107.BWN81:VOL:FA4E
DS8000:2107.BWP21:VOL:EE4F,DS8000:2107.BWN81:VOL:F94F,DS8000:2107.BWN81:VOL:FA4F
DS8000:2107.BWP21:VOL:EE50,DS8000:2107.BWN81:VOL:F950,DS8000:2107.BWN81:VOL:FA50
DS8000:2107.BWP21:VOL:EE51,DS8000:2107.BWN81:VOL:F951,DS8000:2107.BWN81:VOL:FA51
DS8000:2107.BWP21:VOL:EE52,DS8000:2107.BWN81:VOL:F952,DS8000:2107.BWN81:VOL:FA52
DS8000:2107.BWP21:VOL:EE53,DS8000:2107.BWN81:VOL:F953,DS8000:2107.BWN81:VOL:FA53
DS8000:2107.BWP21:VOL:EE54,DS8000:2107.BWN81:VOL:F954,DS8000:2107.BWN81:VOL:FA54
DS8000:2107.BWP21:VOL:EE55,DS8000:2107.BWN81:VOL:F955,DS8000:2107.BWN81:VOL:FA55
DS8000:2107.BWP21:VOL:EE56,DS8000:2107.BWN81:VOL:F956,DS8000:2107.BWN81:VOL:FA56
DS8000:2107.BWP21:VOL:EE57,DS8000:2107.BWN81:VOL:F957,DS8000:2107.BWN81:VOL:FA57
DS8000:2107.BWP21:VOL:EE58,DS8000:2107.BWN81:VOL:F958,DS8000:2107.BWN81:VOL:FA58
DS8000:2107.BWP21:VOL:EE59,DS8000:2107.BWN81:VOL:F959,DS8000:2107.BWN81:VOL:FA59
DS8000:2107.BWP21:VOL:EE5A,DS8000:2107.BWN81:VOL:F95A,DS8000:2107.BWN81:VOL:FA5A
DS8000:2107.BWP21:VOL:EE5B,DS8000:2107.BWN81:VOL:F95B,DS8000:2107.BWN81:VOL:FA5B
DS8000:2107.BWP21:VOL:EE5C,DS8000:2107.BWN81:VOL:F95C,DS8000:2107.BWN81:VOL:FA5C
DS8000:2107.BWP21:VOL:EE5D,DS8000:2107.BWN81:VOL:F95D,DS8000:2107.BWN81:VOL:FA5D
DS8000:2107.BWP21:VOL:EE5E,DS8000:2107.BWN81:VOL:F95E,DS8000:2107.BWN81:VOL:FA5E
DS8000:2107.BWP21:VOL:EE5F,DS8000:2107.BWN81:VOL:F95F,DS8000:2107.BWN81:VOL:FA5F
DS8000:2107.BWP21:VOL:EE60,DS8000:2107.BWN81:VOL:F960,DS8000:2107.BWN81:VOL:FA60
DS8000:2107.BWP21:VOL:EE61,DS8000:2107.BWN81:VOL:F961,DS8000:2107.BWN81:VOL:FA61
DS8000:2107.BWP21:VOL:EE62,DS8000:2107.BWN81:VOL:F962,DS8000:2107.BWN81:VOL:FA62
DS8000:2107.BWP21:VOL:EE63,DS8000:2107.BWN81:VOL:F963,DS8000:2107.BWN81:VOL:FA63
DS8000:2107.BWP21:VOL:EE64,DS8000:2107.BWN81:VOL:F964,DS8000:2107.BWN81:VOL:FA64
DS8000:2107.BWP21:VOL:EE65,DS8000:2107.BWN81:VOL:F965,DS8000:2107.BWN81:VOL:FA65
DS8000:2107.BWP21:VOL:EE66,DS8000:2107.BWN81:VOL:F966,DS8000:2107.BWN81:VOL:FA66
DS8000:2107.BWP21:VOL:EE67,DS8000:2107.BWN81:VOL:F967,DS8000:2107.BWN81:VOL:FA67
DS8000:2107.BWP21:VOL:EE68,DS8000:2107.BWN81:VOL:F968,DS8000:2107.BWN81:VOL:FA68
DS8000:2107.BWP21:VOL:EE69,DS8000:2107.BWN81:VOL:F969,DS8000:2107.BWN81:VOL:FA69
DS8000:2107.BWP21:VOL:EE6A,DS8000:2107.BWN81:VOL:F96A,DS8000:2107.BWN81:VOL:FA6A
DS8000:2107.BWP21:VOL:EE6B,DS8000:2107.BWN81:VOL:F96B,DS8000:2107.BWN81:VOL:FA6B
DS8000:2107.BWP21:VOL:EE6C,DS8000:2107.BWN81:VOL:F96C,DS8000:2107.BWN81:VOL:FA6C
DS8000:2107.BWP21:VOL:EE6D,DS8000:2107.BWN81:VOL:F96D,DS8000:2107.BWN81:VOL:FA6D
DS8000:2107.BWP21:VOL:EE6E,DS8000:2107.BWN81:VOL:F96E,DS8000:2107.BWN81:VOL:FA6E
DS8000:2107.BWP21:VOL:EE6F,DS8000:2107.BWN81:VOL:F96F,DS8000:2107.BWN81:VOL:FA6F
DS8000:2107.BWP21:VOL:EE70,DS8000:2107.BWN81:VOL:F970,DS8000:2107.BWN81:VOL:FA70
DS8000:2107.BWP21:VOL:EE71,DS8000:2107.BWN81:VOL:F971,DS8000:2107.BWN81:VOL:FA71
DS8000:2107.BWP21:VOL:EE72,DS8000:2107.BWN81:VOL:F972,DS8000:2107.BWN81:VOL:FA72
DS8000:2107.BWP21:VOL:EE73,DS8000:2107.BWN81:VOL:F973,DS8000:2107.BWN81:VOL:FA73
DS8000:2107.BWP21:VOL:EE74,DS8000:2107.BWN81:VOL:F974,DS8000:2107.BWN81:VOL:FA74
DS8000:2107.BWP21:VOL:EE75,DS8000:2107.BWN81:VOL:F975,DS8000:2107.BWN81:VOL:FA75
DS8000:2107.BWP21:VOL:EE76,DS8000:2107.BWN81:VOL:F976,DS8000:2107.BWN81:VOL:FA76
DS8000:2107.BWP21:VOL:EE77,DS8000:2107.BWN81:VOL:F977,DS8000:2107.BWN81:VOL:FA77
DS8000:2107.BWP21:VOL:EE78,DS8000:2107.BWN81:VOL:F978,DS8000:2107.BWN81:VOL:FA78
DS8000:2107.BWP21:VOL:EE79,DS8000:2107.BWN81:VOL:F979,DS8000:2107.BWN81:VOL:FA79
DS8000:2107.BWP21:VOL:EE7A,DS8000:2107.BWN81:VOL:F97A,DS8000:2107.BWN81:VOL:FA7A
DS8000:2107.BWP21:VOL:EE7B,DS8000:2107.BWN81:VOL:F97B,DS8000:2107.BWN81:VOL:FA7B
DS8000:2107.BWP21:VOL:EE7C,DS8000:2107.BWN81:VOL:F97C,DS8000:2107.BWN81:VOL:FA7C
DS8000:2107.BWP21:VOL:EE7D,DS8000:2107.BWN81:VOL:F97D,DS8000:2107.BWN81:VOL:FA7D
DS8000:2107.BWP21:VOL:EE7E,DS8000:2107.BWN81:VOL:F97E,DS8000:2107.BWN81:VOL:FA7E
DS8000:2107.BWP21:VOL:EE7F,DS8000:2107.BWN81:VOL:F97F,DS8000:2107.BWN81:VOL:FA7F
DS8000:2107.BWP21:VOL:EE80,DS8000:2107.BWN81:VOL:F980,DS8000:2107.BWN81:VOL:FA80
DS8000:2107.BWP21:VOL:EE81,DS8000:2107.BWN81:VOL:F981,DS8000:2107.BWN81:VOL:FA81
DS8000:2107.BWP21:VOL:EE82,DS8000:2107.BWN81:VOL:F982,DS8000:2107.BWN81:VOL:FA82
DS8000:2107.BWP21:VOL:EE83,DS8000:2107.BWN81:VOL:F983,DS8000:2107.BWN81:VOL:FA83
DS8000:2107.BWP21:VOL:EE84,DS8000:2107.BWN81:VOL:F984,DS8000:2107.BWN81:VOL:FA84
DS8000:2107.BWP21:VOL:EE85,DS8000:2107.BWN81:VOL:F985,DS8000:2107.BWN81:VOL:FA85
DS8000:2107.BWP21:VOL:EE86,DS8000:2107.BWN81:VOL:F986,DS8000:2107.BWN81:VOL:FA86
DS8000:2107.BWP21:VOL:EE87,DS8000:2107.BWN81:VOL:F987,DS8000:2107.BWN81:VOL:FA87
