#CET-8k-gmfofb2
#Global Mirror Failover/Failback
#Nov 7, 2013 11:21:17 PM

H1,H2,J2
DS8000:2107.BWP21:VOL:EF5F,DS8000:2107.BWN81:VOL:FB5F,DS8000:2107.BWN81:VOL:FC5F
DS8000:2107.BWP21:VOL:EF60,DS8000:2107.BWN81:VOL:FB60,DS8000:2107.BWN81:VOL:FC60
DS8000:2107.BWP21:VOL:EF61,DS8000:2107.BWN81:VOL:FB61,DS8000:2107.BWN81:VOL:FC61
DS8000:2107.BWP21:VOL:EF62,DS8000:2107.BWN81:VOL:FB62,DS8000:2107.BWN81:VOL:FC62
DS8000:2107.BWP21:VOL:EF63,DS8000:2107.BWN81:VOL:FB63,DS8000:2107.BWN81:VOL:FC63
DS8000:2107.BWP21:VOL:EF64,DS8000:2107.BWN81:VOL:FB64,DS8000:2107.BWN81:VOL:FC64
DS8000:2107.BWP21:VOL:EF65,DS8000:2107.BWN81:VOL:FB65,DS8000:2107.BWN81:VOL:FC65
DS8000:2107.BWP21:VOL:EF66,DS8000:2107.BWN81:VOL:FB66,DS8000:2107.BWN81:VOL:FC66
DS8000:2107.BWP21:VOL:EF67,DS8000:2107.BWN81:VOL:FB67,DS8000:2107.BWN81:VOL:FC67
DS8000:2107.BWP21:VOL:EF68,DS8000:2107.BWN81:VOL:FB68,DS8000:2107.BWN81:VOL:FC68
DS8000:2107.BWP21:VOL:EF69,DS8000:2107.BWN81:VOL:FB69,DS8000:2107.BWN81:VOL:FC69
DS8000:2107.BWP21:VOL:EF6A,DS8000:2107.BWN81:VOL:FB6A,DS8000:2107.BWN81:VOL:FC6A
DS8000:2107.BWP21:VOL:EF6B,DS8000:2107.BWN81:VOL:FB6B,DS8000:2107.BWN81:VOL:FC6B
DS8000:2107.BWP21:VOL:EF6C,DS8000:2107.BWN81:VOL:FB6C,DS8000:2107.BWN81:VOL:FC6C
DS8000:2107.BWP21:VOL:EF6D,DS8000:2107.BWN81:VOL:FB6D,DS8000:2107.BWN81:VOL:FC6D
DS8000:2107.BWP21:VOL:EF6E,DS8000:2107.BWN81:VOL:FB6E,DS8000:2107.BWN81:VOL:FC6E
DS8000:2107.BWP21:VOL:EF6F,DS8000:2107.BWN81:VOL:FB6F,DS8000:2107.BWN81:VOL:FC6F
DS8000:2107.BWP21:VOL:EF70,DS8000:2107.BWN81:VOL:FB70,DS8000:2107.BWN81:VOL:FC70
DS8000:2107.BWP21:VOL:EF71,DS8000:2107.BWN81:VOL:FB71,DS8000:2107.BWN81:VOL:FC71
DS8000:2107.BWP21:VOL:EF72,DS8000:2107.BWN81:VOL:FB72,DS8000:2107.BWN81:VOL:FC72
DS8000:2107.BWP21:VOL:EF73,DS8000:2107.BWN81:VOL:FB73,DS8000:2107.BWN81:VOL:FC73
DS8000:2107.BWP21:VOL:EF74,DS8000:2107.BWN81:VOL:FB74,DS8000:2107.BWN81:VOL:FC74
DS8000:2107.BWP21:VOL:EF75,DS8000:2107.BWN81:VOL:FB75,DS8000:2107.BWN81:VOL:FC75
DS8000:2107.BWP21:VOL:EF76,DS8000:2107.BWN81:VOL:FB76,DS8000:2107.BWN81:VOL:FC76
DS8000:2107.BWP21:VOL:EF77,DS8000:2107.BWN81:VOL:FB77,DS8000:2107.BWN81:VOL:FC77
DS8000:2107.BWP21:VOL:EF78,DS8000:2107.BWN81:VOL:FB78,DS8000:2107.BWN81:VOL:FC78
DS8000:2107.BWP21:VOL:EF79,DS8000:2107.BWN81:VOL:FB79,DS8000:2107.BWN81:VOL:FC79
DS8000:2107.BWP21:VOL:EF7A,DS8000:2107.BWN81:VOL:FB7A,DS8000:2107.BWN81:VOL:FC7A
DS8000:2107.BWP21:VOL:EF7B,DS8000:2107.BWN81:VOL:FB7B,DS8000:2107.BWN81:VOL:FC7B
DS8000:2107.BWP21:VOL:EF7C,DS8000:2107.BWN81:VOL:FB7C,DS8000:2107.BWN81:VOL:FC7C
DS8000:2107.BWP21:VOL:EF7D,DS8000:2107.BWN81:VOL:FB7D,DS8000:2107.BWN81:VOL:FC7D
DS8000:2107.BWP21:VOL:EF7E,DS8000:2107.BWN81:VOL:FB7E,DS8000:2107.BWN81:VOL:FC7E
DS8000:2107.BWP21:VOL:EF7F,DS8000:2107.BWN81:VOL:FB7F,DS8000:2107.BWN81:VOL:FC7F
DS8000:2107.BWP21:VOL:EF80,DS8000:2107.BWN81:VOL:FB80,DS8000:2107.BWN81:VOL:FC80
DS8000:2107.BWP21:VOL:EF81,DS8000:2107.BWN81:VOL:FB81,DS8000:2107.BWN81:VOL:FC81
DS8000:2107.BWP21:VOL:EF82,DS8000:2107.BWN81:VOL:FB82,DS8000:2107.BWN81:VOL:FC82
DS8000:2107.BWP21:VOL:EF83,DS8000:2107.BWN81:VOL:FB83,DS8000:2107.BWN81:VOL:FC83
DS8000:2107.BWP21:VOL:EF84,DS8000:2107.BWN81:VOL:FB84,DS8000:2107.BWN81:VOL:FC84
DS8000:2107.BWP21:VOL:EF85,DS8000:2107.BWN81:VOL:FB85,DS8000:2107.BWN81:VOL:FC85
DS8000:2107.BWP21:VOL:EF86,DS8000:2107.BWN81:VOL:FB86,DS8000:2107.BWN81:VOL:FC86
DS8000:2107.BWP21:VOL:EF87,DS8000:2107.BWN81:VOL:FB87,DS8000:2107.BWN81:VOL:FC87
DS8000:2107.BWP21:VOL:EF88,DS8000:2107.BWN81:VOL:FB88,DS8000:2107.BWN81:VOL:FC88
DS8000:2107.BWP21:VOL:EF89,DS8000:2107.BWN81:VOL:FB89,DS8000:2107.BWN81:VOL:FC89
DS8000:2107.BWP21:VOL:EF8A,DS8000:2107.BWN81:VOL:FB8A,DS8000:2107.BWN81:VOL:FC8A
DS8000:2107.BWP21:VOL:EF8B,DS8000:2107.BWN81:VOL:FB8B,DS8000:2107.BWN81:VOL:FC8B
DS8000:2107.BWP21:VOL:EF8C,DS8000:2107.BWN81:VOL:FB8C,DS8000:2107.BWN81:VOL:FC8C
DS8000:2107.BWP21:VOL:EF8D,DS8000:2107.BWN81:VOL:FB8D,DS8000:2107.BWN81:VOL:FC8D
DS8000:2107.BWP21:VOL:EF8E,DS8000:2107.BWN81:VOL:FB8E,DS8000:2107.BWN81:VOL:FC8E
DS8000:2107.BWP21:VOL:EF8F,DS8000:2107.BWN81:VOL:FB8F,DS8000:2107.BWN81:VOL:FC8F
DS8000:2107.BWP21:VOL:EF90,DS8000:2107.BWN81:VOL:FB90,DS8000:2107.BWN81:VOL:FC90
DS8000:2107.BWP21:VOL:EF91,DS8000:2107.BWN81:VOL:FB91,DS8000:2107.BWN81:VOL:FC91
DS8000:2107.BWP21:VOL:EF92,DS8000:2107.BWN81:VOL:FB92,DS8000:2107.BWN81:VOL:FC92
DS8000:2107.BWP21:VOL:EF93,DS8000:2107.BWN81:VOL:FB93,DS8000:2107.BWN81:VOL:FC93
DS8000:2107.BWP21:VOL:EF94,DS8000:2107.BWN81:VOL:FB94,DS8000:2107.BWN81:VOL:FC94
DS8000:2107.BWP21:VOL:EF95,DS8000:2107.BWN81:VOL:FB95,DS8000:2107.BWN81:VOL:FC95
DS8000:2107.BWP21:VOL:EF96,DS8000:2107.BWN81:VOL:FB96,DS8000:2107.BWN81:VOL:FC96
DS8000:2107.BWP21:VOL:EF97,DS8000:2107.BWN81:VOL:FB97,DS8000:2107.BWN81:VOL:FC97
DS8000:2107.BWP21:VOL:EF98,DS8000:2107.BWN81:VOL:FB98,DS8000:2107.BWN81:VOL:FC98
DS8000:2107.BWP21:VOL:EF99,DS8000:2107.BWN81:VOL:FB99,DS8000:2107.BWN81:VOL:FC99
DS8000:2107.BWP21:VOL:EF9A,DS8000:2107.BWN81:VOL:FB9A,DS8000:2107.BWN81:VOL:FC9A
DS8000:2107.BWP21:VOL:EF9B,DS8000:2107.BWN81:VOL:FB9B,DS8000:2107.BWN81:VOL:FC9B
DS8000:2107.BWP21:VOL:EF9C,DS8000:2107.BWN81:VOL:FB9C,DS8000:2107.BWN81:VOL:FC9C
DS8000:2107.BWP21:VOL:EF9D,DS8000:2107.BWN81:VOL:FB9D,DS8000:2107.BWN81:VOL:FC9D
DS8000:2107.BWP21:VOL:EF9E,DS8000:2107.BWN81:VOL:FB9E,DS8000:2107.BWN81:VOL:FC9E
DS8000:2107.BWP21:VOL:EF9F,DS8000:2107.BWN81:VOL:FB9F,DS8000:2107.BWN81:VOL:FC9F
DS8000:2107.BWP21:VOL:EFA0,DS8000:2107.BWN81:VOL:FBA0,DS8000:2107.BWN81:VOL:FCA0
DS8000:2107.BWP21:VOL:EFA1,DS8000:2107.BWN81:VOL:FBA1,DS8000:2107.BWN81:VOL:FCA1
DS8000:2107.BWP21:VOL:EFA2,DS8000:2107.BWN81:VOL:FBA2,DS8000:2107.BWN81:VOL:FCA2
DS8000:2107.BWP21:VOL:EFA3,DS8000:2107.BWN81:VOL:FBA3,DS8000:2107.BWN81:VOL:FCA3
DS8000:2107.BWP21:VOL:EFA4,DS8000:2107.BWN81:VOL:FBA4,DS8000:2107.BWN81:VOL:FCA4
DS8000:2107.BWP21:VOL:EFA5,DS8000:2107.BWN81:VOL:FBA5,DS8000:2107.BWN81:VOL:FCA5
DS8000:2107.BWP21:VOL:EFA6,DS8000:2107.BWN81:VOL:FBA6,DS8000:2107.BWN81:VOL:FCA6
DS8000:2107.BWP21:VOL:EFA7,DS8000:2107.BWN81:VOL:FBA7,DS8000:2107.BWN81:VOL:FCA7
DS8000:2107.BWP21:VOL:EFA8,DS8000:2107.BWN81:VOL:FBA8,DS8000:2107.BWN81:VOL:FCA8
DS8000:2107.BWP21:VOL:EFA9,DS8000:2107.BWN81:VOL:FBA9,DS8000:2107.BWN81:VOL:FCA9
DS8000:2107.BWP21:VOL:EFAA,DS8000:2107.BWN81:VOL:FBAA,DS8000:2107.BWN81:VOL:FCAA
DS8000:2107.BWP21:VOL:EFAB,DS8000:2107.BWN81:VOL:FBAB,DS8000:2107.BWN81:VOL:FCAB
DS8000:2107.BWP21:VOL:EFAC,DS8000:2107.BWN81:VOL:FBAC,DS8000:2107.BWN81:VOL:FCAC
DS8000:2107.BWP21:VOL:EFAD,DS8000:2107.BWN81:VOL:FBAD,DS8000:2107.BWN81:VOL:FCAD
DS8000:2107.BWP21:VOL:EFAE,DS8000:2107.BWN81:VOL:FBAE,DS8000:2107.BWN81:VOL:FCAE
DS8000:2107.BWP21:VOL:EFAF,DS8000:2107.BWN81:VOL:FBAF,DS8000:2107.BWN81:VOL:FCAF
DS8000:2107.BWP21:VOL:EFB0,DS8000:2107.BWN81:VOL:FBB0,DS8000:2107.BWN81:VOL:FCB0
DS8000:2107.BWP21:VOL:EFB1,DS8000:2107.BWN81:VOL:FBB1,DS8000:2107.BWN81:VOL:FCB1
DS8000:2107.BWP21:VOL:EFB2,DS8000:2107.BWN81:VOL:FBB2,DS8000:2107.BWN81:VOL:FCB2
DS8000:2107.BWP21:VOL:EFB3,DS8000:2107.BWN81:VOL:FBB3,DS8000:2107.BWN81:VOL:FCB3
DS8000:2107.BWP21:VOL:EFB4,DS8000:2107.BWN81:VOL:FBB4,DS8000:2107.BWN81:VOL:FCB4
DS8000:2107.BWP21:VOL:EFB5,DS8000:2107.BWN81:VOL:FBB5,DS8000:2107.BWN81:VOL:FCB5
DS8000:2107.BWP21:VOL:EFB6,DS8000:2107.BWN81:VOL:FBB6,DS8000:2107.BWN81:VOL:FCB6
DS8000:2107.BWP21:VOL:EFB7,DS8000:2107.BWN81:VOL:FBB7,DS8000:2107.BWN81:VOL:FCB7
DS8000:2107.BWP21:VOL:EFB8,DS8000:2107.BWN81:VOL:FBB8,DS8000:2107.BWN81:VOL:FCB8
DS8000:2107.BWP21:VOL:EFB9,DS8000:2107.BWN81:VOL:FBB9,DS8000:2107.BWN81:VOL:FCB9
DS8000:2107.BWP21:VOL:EFBA,DS8000:2107.BWN81:VOL:FBBA,DS8000:2107.BWN81:VOL:FCBA
DS8000:2107.BWP21:VOL:EFBB,DS8000:2107.BWN81:VOL:FBBB,DS8000:2107.BWN81:VOL:FCBB
DS8000:2107.BWP21:VOL:EFBC,DS8000:2107.BWN81:VOL:FBBC,DS8000:2107.BWN81:VOL:FCBC
DS8000:2107.BWP21:VOL:EFBD,DS8000:2107.BWN81:VOL:FBBD,DS8000:2107.BWN81:VOL:FCBD
DS8000:2107.BWP21:VOL:EFBE,DS8000:2107.BWN81:VOL:FBBE,DS8000:2107.BWN81:VOL:FCBE
DS8000:2107.BWP21:VOL:EFBF,DS8000:2107.BWN81:VOL:FBBF,DS8000:2107.BWN81:VOL:FCBF
DS8000:2107.BWP21:VOL:EFC0,DS8000:2107.BWN81:VOL:FBC0,DS8000:2107.BWN81:VOL:FCC0
DS8000:2107.BWP21:VOL:EFC1,DS8000:2107.BWN81:VOL:FBC1,DS8000:2107.BWN81:VOL:FCC1
DS8000:2107.BWP21:VOL:EFC2,DS8000:2107.BWN81:VOL:FBC2,DS8000:2107.BWN81:VOL:FCC2
DS8000:2107.BWP21:VOL:EFC3,DS8000:2107.BWN81:VOL:FBC3,DS8000:2107.BWN81:VOL:FCC3
DS8000:2107.BWP21:VOL:EFC4,DS8000:2107.BWN81:VOL:FBC4,DS8000:2107.BWN81:VOL:FCC4
DS8000:2107.BWP21:VOL:EFC5,DS8000:2107.BWN81:VOL:FBC5,DS8000:2107.BWN81:VOL:FCC5
DS8000:2107.BWP21:VOL:EFC6,DS8000:2107.BWN81:VOL:FBC6,DS8000:2107.BWN81:VOL:FCC6
DS8000:2107.BWP21:VOL:EFC7,DS8000:2107.BWN81:VOL:FBC7,DS8000:2107.BWN81:VOL:FCC7
DS8000:2107.BWP21:VOL:EFC8,DS8000:2107.BWN81:VOL:FBC8,DS8000:2107.BWN81:VOL:FCC8
DS8000:2107.BWP21:VOL:EFC9,DS8000:2107.BWN81:VOL:FBC9,DS8000:2107.BWN81:VOL:FCC9
DS8000:2107.BWP21:VOL:EFCA,DS8000:2107.BWN81:VOL:FBCA,DS8000:2107.BWN81:VOL:FCCA
DS8000:2107.BWP21:VOL:EFCB,DS8000:2107.BWN81:VOL:FBCB,DS8000:2107.BWN81:VOL:FCCB
DS8000:2107.BWP21:VOL:EFCC,DS8000:2107.BWN81:VOL:FBCC,DS8000:2107.BWN81:VOL:FCCC
DS8000:2107.BWP21:VOL:EFCD,DS8000:2107.BWN81:VOL:FBCD,DS8000:2107.BWN81:VOL:FCCD
DS8000:2107.BWP21:VOL:EFCE,DS8000:2107.BWN81:VOL:FBCE,DS8000:2107.BWN81:VOL:FCCE
DS8000:2107.BWP21:VOL:EFCF,DS8000:2107.BWN81:VOL:FBCF,DS8000:2107.BWN81:VOL:FCCF
DS8000:2107.BWP21:VOL:EFD0,DS8000:2107.BWN81:VOL:FBD0,DS8000:2107.BWN81:VOL:FCD0
DS8000:2107.BWP21:VOL:EFD1,DS8000:2107.BWN81:VOL:FBD1,DS8000:2107.BWN81:VOL:FCD1
DS8000:2107.BWP21:VOL:EFD2,DS8000:2107.BWN81:VOL:FBD2,DS8000:2107.BWN81:VOL:FCD2
DS8000:2107.BWP21:VOL:EFD3,DS8000:2107.BWN81:VOL:FBD3,DS8000:2107.BWN81:VOL:FCD3
DS8000:2107.BWP21:VOL:EFD4,DS8000:2107.BWN81:VOL:FBD4,DS8000:2107.BWN81:VOL:FCD4
DS8000:2107.BWP21:VOL:EFD5,DS8000:2107.BWN81:VOL:FBD5,DS8000:2107.BWN81:VOL:FCD5
DS8000:2107.BWP21:VOL:EFD6,DS8000:2107.BWN81:VOL:FBD6,DS8000:2107.BWN81:VOL:FCD6
DS8000:2107.BWP21:VOL:EFD7,DS8000:2107.BWN81:VOL:FBD7,DS8000:2107.BWN81:VOL:FCD7
DS8000:2107.BWP21:VOL:EFD8,DS8000:2107.BWN81:VOL:FBD8,DS8000:2107.BWN81:VOL:FCD8
DS8000:2107.BWP21:VOL:EFD9,DS8000:2107.BWN81:VOL:FBD9,DS8000:2107.BWN81:VOL:FCD9
DS8000:2107.BWP21:VOL:EFDA,DS8000:2107.BWN81:VOL:FBDA,DS8000:2107.BWN81:VOL:FCDA
DS8000:2107.BWP21:VOL:EFDB,DS8000:2107.BWN81:VOL:FBDB,DS8000:2107.BWN81:VOL:FCDB
DS8000:2107.BWP21:VOL:EFDC,DS8000:2107.BWN81:VOL:FBDC,DS8000:2107.BWN81:VOL:FCDC
DS8000:2107.BWP21:VOL:EFDD,DS8000:2107.BWN81:VOL:FBDD,DS8000:2107.BWN81:VOL:FCDD
DS8000:2107.BWP21:VOL:EFDE,DS8000:2107.BWN81:VOL:FBDE,DS8000:2107.BWN81:VOL:FCDE
DS8000:2107.BWP21:VOL:EFDF,DS8000:2107.BWN81:VOL:FBDF,DS8000:2107.BWN81:VOL:FCDF
DS8000:2107.BWP21:VOL:EFE0,DS8000:2107.BWN81:VOL:FBE0,DS8000:2107.BWN81:VOL:FCE0
DS8000:2107.BWP21:VOL:EFE1,DS8000:2107.BWN81:VOL:FBE1,DS8000:2107.BWN81:VOL:FCE1
DS8000:2107.BWP21:VOL:EFE2,DS8000:2107.BWN81:VOL:FBE2,DS8000:2107.BWN81:VOL:FCE2
DS8000:2107.BWP21:VOL:EFE3,DS8000:2107.BWN81:VOL:FBE3,DS8000:2107.BWN81:VOL:FCE3
DS8000:2107.BWP21:VOL:EFE4,DS8000:2107.BWN81:VOL:FBE4,DS8000:2107.BWN81:VOL:FCE4
DS8000:2107.BWP21:VOL:EFE5,DS8000:2107.BWN81:VOL:FBE5,DS8000:2107.BWN81:VOL:FCE5
DS8000:2107.BWP21:VOL:EFE6,DS8000:2107.BWN81:VOL:FBE6,DS8000:2107.BWN81:VOL:FCE6
DS8000:2107.BWP21:VOL:EFE7,DS8000:2107.BWN81:VOL:FBE7,DS8000:2107.BWN81:VOL:FCE7
DS8000:2107.BWP21:VOL:EFE8,DS8000:2107.BWN81:VOL:FBE8,DS8000:2107.BWN81:VOL:FCE8
DS8000:2107.BWP21:VOL:EFE9,DS8000:2107.BWN81:VOL:FBE9,DS8000:2107.BWN81:VOL:FCE9
DS8000:2107.BWP21:VOL:EFEA,DS8000:2107.BWN81:VOL:FBEA,DS8000:2107.BWN81:VOL:FCEA
DS8000:2107.BWP21:VOL:EFEB,DS8000:2107.BWN81:VOL:FBEB,DS8000:2107.BWN81:VOL:FCEB
DS8000:2107.BWP21:VOL:EFEC,DS8000:2107.BWN81:VOL:FBEC,DS8000:2107.BWN81:VOL:FCEC
DS8000:2107.BWP21:VOL:EFED,DS8000:2107.BWN81:VOL:FBED,DS8000:2107.BWN81:VOL:FCED
DS8000:2107.BWP21:VOL:EFEE,DS8000:2107.BWN81:VOL:FBEE,DS8000:2107.BWN81:VOL:FCEE
DS8000:2107.BWP21:VOL:EFEF,DS8000:2107.BWN81:VOL:FBEF,DS8000:2107.BWN81:VOL:FCEF
DS8000:2107.BWP21:VOL:EFF0,DS8000:2107.BWN81:VOL:FBF0,DS8000:2107.BWN81:VOL:FCF0
DS8000:2107.BWP21:VOL:EFF1,DS8000:2107.BWN81:VOL:FBF1,DS8000:2107.BWN81:VOL:FCF1
DS8000:2107.BWP21:VOL:EFF2,DS8000:2107.BWN81:VOL:FBF2,DS8000:2107.BWN81:VOL:FCF2
DS8000:2107.BWP21:VOL:EFF3,DS8000:2107.BWN81:VOL:FBF3,DS8000:2107.BWN81:VOL:FCF3
DS8000:2107.BWP21:VOL:EFF4,DS8000:2107.BWN81:VOL:FBF4,DS8000:2107.BWN81:VOL:FCF4
DS8000:2107.BWP21:VOL:EFF5,DS8000:2107.BWN81:VOL:FBF5,DS8000:2107.BWN81:VOL:FCF5
DS8000:2107.BWP21:VOL:EFF6,DS8000:2107.BWN81:VOL:FBF6,DS8000:2107.BWN81:VOL:FCF6
DS8000:2107.BWP21:VOL:EFF7,DS8000:2107.BWN81:VOL:FBF7,DS8000:2107.BWN81:VOL:FCF7
DS8000:2107.BWP21:VOL:EFF8,DS8000:2107.BWN81:VOL:FBF8,DS8000:2107.BWN81:VOL:FCF8
DS8000:2107.BWP21:VOL:EFF9,DS8000:2107.BWN81:VOL:FBF9,DS8000:2107.BWN81:VOL:FCF9
DS8000:2107.BWP21:VOL:EFFA,DS8000:2107.BWN81:VOL:FBFA,DS8000:2107.BWN81:VOL:FCFA
DS8000:2107.BWP21:VOL:EFFB,DS8000:2107.BWN81:VOL:FBFB,DS8000:2107.BWN81:VOL:FCFB
DS8000:2107.BWP21:VOL:EFFC,DS8000:2107.BWN81:VOL:FBFC,DS8000:2107.BWN81:VOL:FCFC
DS8000:2107.BWP21:VOL:EFFD,DS8000:2107.BWN81:VOL:FBFD,DS8000:2107.BWN81:VOL:FCFD
DS8000:2107.BWP21:VOL:EFFE,DS8000:2107.BWN81:VOL:FBFE,DS8000:2107.BWN81:VOL:FCFE
DS8000:2107.BWP21:VOL:EFFF,DS8000:2107.BWN81:VOL:FBFF,DS8000:2107.BWN81:VOL:FCFF
DS8000:2107.TK831:VOL:BA00,DS8000:2107.BWN81:VOL:FD00,DS8000:2107.BWN81:VOL:FE00
DS8000:2107.TK831:VOL:BA01,DS8000:2107.BWN81:VOL:FD01,DS8000:2107.BWN81:VOL:FE01
DS8000:2107.TK831:VOL:BA02,DS8000:2107.BWN81:VOL:FD02,DS8000:2107.BWN81:VOL:FE02
DS8000:2107.TK831:VOL:BA03,DS8000:2107.BWN81:VOL:FD03,DS8000:2107.BWN81:VOL:FE03
DS8000:2107.TK831:VOL:BA04,DS8000:2107.BWN81:VOL:FD04,DS8000:2107.BWN81:VOL:FE04
DS8000:2107.TK831:VOL:BA05,DS8000:2107.BWN81:VOL:FD05,DS8000:2107.BWN81:VOL:FE05
DS8000:2107.TK831:VOL:BA06,DS8000:2107.BWN81:VOL:FD06,DS8000:2107.BWN81:VOL:FE06
DS8000:2107.TK831:VOL:BA07,DS8000:2107.BWN81:VOL:FD07,DS8000:2107.BWN81:VOL:FE07
DS8000:2107.TK831:VOL:BA08,DS8000:2107.BWN81:VOL:FD08,DS8000:2107.BWN81:VOL:FE08
DS8000:2107.TK831:VOL:BA09,DS8000:2107.BWN81:VOL:FD09,DS8000:2107.BWN81:VOL:FE09
DS8000:2107.TK831:VOL:BA0A,DS8000:2107.BWN81:VOL:FD0A,DS8000:2107.BWN81:VOL:FE0A
DS8000:2107.TK831:VOL:BA0B,DS8000:2107.BWN81:VOL:FD0B,DS8000:2107.BWN81:VOL:FE0B
DS8000:2107.TK831:VOL:BA0C,DS8000:2107.BWN81:VOL:FD0C,DS8000:2107.BWN81:VOL:FE0C
DS8000:2107.TK831:VOL:BA0D,DS8000:2107.BWN81:VOL:FD0D,DS8000:2107.BWN81:VOL:FE0D
DS8000:2107.TK831:VOL:BA0E,DS8000:2107.BWN81:VOL:FD0E,DS8000:2107.BWN81:VOL:FE0E
DS8000:2107.TK831:VOL:BA0F,DS8000:2107.BWN81:VOL:FD0F,DS8000:2107.BWN81:VOL:FE0F
DS8000:2107.TK831:VOL:BA10,DS8000:2107.BWN81:VOL:FD10,DS8000:2107.BWN81:VOL:FE10
DS8000:2107.TK831:VOL:BA11,DS8000:2107.BWN81:VOL:FD11,DS8000:2107.BWN81:VOL:FE11
DS8000:2107.TK831:VOL:BA12,DS8000:2107.BWN81:VOL:FD12,DS8000:2107.BWN81:VOL:FE12
DS8000:2107.TK831:VOL:BA13,DS8000:2107.BWN81:VOL:FD13,DS8000:2107.BWN81:VOL:FE13
DS8000:2107.TK831:VOL:BA14,DS8000:2107.BWN81:VOL:FD14,DS8000:2107.BWN81:VOL:FE14
DS8000:2107.TK831:VOL:BA15,DS8000:2107.BWN81:VOL:FD15,DS8000:2107.BWN81:VOL:FE15
DS8000:2107.TK831:VOL:BA16,DS8000:2107.BWN81:VOL:FD16,DS8000:2107.BWN81:VOL:FE16
DS8000:2107.TK831:VOL:BA17,DS8000:2107.BWN81:VOL:FD17,DS8000:2107.BWN81:VOL:FE17
DS8000:2107.TK831:VOL:BA18,DS8000:2107.BWN81:VOL:FD18,DS8000:2107.BWN81:VOL:FE18
DS8000:2107.TK831:VOL:BA19,DS8000:2107.BWN81:VOL:FD19,DS8000:2107.BWN81:VOL:FE19
DS8000:2107.TK831:VOL:BA1A,DS8000:2107.BWN81:VOL:FD1A,DS8000:2107.BWN81:VOL:FE1A
DS8000:2107.TK831:VOL:BA1B,DS8000:2107.BWN81:VOL:FD1B,DS8000:2107.BWN81:VOL:FE1B
DS8000:2107.TK831:VOL:BA1C,DS8000:2107.BWN81:VOL:FD1C,DS8000:2107.BWN81:VOL:FE1C
DS8000:2107.TK831:VOL:BA1D,DS8000:2107.BWN81:VOL:FD1D,DS8000:2107.BWN81:VOL:FE1D
DS8000:2107.TK831:VOL:BA1E,DS8000:2107.BWN81:VOL:FD1E,DS8000:2107.BWN81:VOL:FE1E
DS8000:2107.TK831:VOL:BA1F,DS8000:2107.BWN81:VOL:FD1F,DS8000:2107.BWN81:VOL:FE1F
DS8000:2107.TK831:VOL:BA20,DS8000:2107.BWN81:VOL:FD20,DS8000:2107.BWN81:VOL:FE20
DS8000:2107.TK831:VOL:BA21,DS8000:2107.BWN81:VOL:FD21,DS8000:2107.BWN81:VOL:FE21
DS8000:2107.TK831:VOL:BA22,DS8000:2107.BWN81:VOL:FD22,DS8000:2107.BWN81:VOL:FE22
DS8000:2107.TK831:VOL:BA23,DS8000:2107.BWN81:VOL:FD23,DS8000:2107.BWN81:VOL:FE23
DS8000:2107.TK831:VOL:BA24,DS8000:2107.BWN81:VOL:FD24,DS8000:2107.BWN81:VOL:FE24
DS8000:2107.TK831:VOL:BA25,DS8000:2107.BWN81:VOL:FD25,DS8000:2107.BWN81:VOL:FE25
DS8000:2107.TK831:VOL:BA26,DS8000:2107.BWN81:VOL:FD26,DS8000:2107.BWN81:VOL:FE26
DS8000:2107.TK831:VOL:BA27,DS8000:2107.BWN81:VOL:FD27,DS8000:2107.BWN81:VOL:FE27
DS8000:2107.TK831:VOL:BA28,DS8000:2107.BWN81:VOL:FD28,DS8000:2107.BWN81:VOL:FE28
DS8000:2107.TK831:VOL:BA29,DS8000:2107.BWN81:VOL:FD29,DS8000:2107.BWN81:VOL:FE29
DS8000:2107.TK831:VOL:BA2A,DS8000:2107.BWN81:VOL:FD2A,DS8000:2107.BWN81:VOL:FE2A
DS8000:2107.TK831:VOL:BA2B,DS8000:2107.BWN81:VOL:FD2B,DS8000:2107.BWN81:VOL:FE2B
DS8000:2107.TK831:VOL:BA2C,DS8000:2107.BWN81:VOL:FD2C,DS8000:2107.BWN81:VOL:FE2C
DS8000:2107.TK831:VOL:BA2D,DS8000:2107.BWN81:VOL:FD2D,DS8000:2107.BWN81:VOL:FE2D
DS8000:2107.TK831:VOL:BA2E,DS8000:2107.BWN81:VOL:FD2E,DS8000:2107.BWN81:VOL:FE2E
DS8000:2107.TK831:VOL:BA2F,DS8000:2107.BWN81:VOL:FD2F,DS8000:2107.BWN81:VOL:FE2F
DS8000:2107.TK831:VOL:BA30,DS8000:2107.BWN81:VOL:FD30,DS8000:2107.BWN81:VOL:FE30
DS8000:2107.TK831:VOL:BA31,DS8000:2107.BWN81:VOL:FD31,DS8000:2107.BWN81:VOL:FE31
DS8000:2107.TK831:VOL:BA32,DS8000:2107.BWN81:VOL:FD32,DS8000:2107.BWN81:VOL:FE32
DS8000:2107.TK831:VOL:BA33,DS8000:2107.BWN81:VOL:FD33,DS8000:2107.BWN81:VOL:FE33
DS8000:2107.TK831:VOL:BA34,DS8000:2107.BWN81:VOL:FD34,DS8000:2107.BWN81:VOL:FE34
DS8000:2107.TK831:VOL:BA35,DS8000:2107.BWN81:VOL:FD35,DS8000:2107.BWN81:VOL:FE35
